"CompanyCode","Product","ProductType","ProductDescription","BaseUnit","VolumeUnit","NetWeight","GrossWeight","IsMarkedForDeletion","ProcessDate","MeasureunitID","MeasureunitID","Plant","ToleranceValue","District","IsGeneric","StandardPrice","SupplierAccountGroup","ValidityEndDate","MATERIALTYPEID","MATERIALGROUP","IsMarkedForDeletion"
5700,1052344,,"POTE YOGURISIMO FIRME VAINILLA X 200 $1.09 SIN PROBIO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1052345,,"POTE YOGURISIMO FIRME DULCE DE LECHE X 200 EDICION ESPECIAL SIN PROBIO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1052420,,"POTE YOGURISIMO FIRME FRUTILLA X 200G ""PROVITALIS""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1052423,,"POTE YOGURISIMO FIRME FRUTILLA x200g ""PROVITALIS + $1,55"" 11/08/09",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1052424,,"POTE YOGURISIMO FIRME VAINILLA x200g ""PROVITALIS + $1.55""11/08/09",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1052425,,"POTE YOGURISIMO FIRME VAINILLA X 200G ""PROVITALIS""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1052426,,"POTE YOGURISIMO FIRME PERA x200g ""PROVITALIS""(24/11/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1052427,,"POTE YOGURISIMO FIRME FRUTILLA x200g ""PROVITALIS + $1,49""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1052428,,"POTE YOGURISIMO FIRME VAINILLA x200g ""PROVITALIS + $1.49""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1052430,,"POTE YOGURISIMO FIRME DDL X200G PROVITALIS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1052431,,"POTE SER B-PURITAS FIRME FRUTILLA x195g CON PRECIO $1,79 (26-3-09)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1052435,,"POTE YOGURISIMO FIRME DURAZNO X200G ""PROVITALIS"" EDICION VERANO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1052440,,"POTE YOGURISIMO FIRME PERA X200G EDICION INVIERNO ""PROVITALIS""(02/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1052441,,"POTE YOGURISIMO FIRME FRUTILLA X 200 $1.19 SIN PROBIO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1052442,,"POTE YOGURISIMO FIRME VAINILLA X 200G $1.19 SIN PROBIO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1052443,,"POTE YOGURISIMO FIRME DURAZNO x200g ""PROVITALIS"" NUEVO DISEÑO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1052445,,"POTE YOGURISIMO FIRME FRUTILLA X 190g (26/01/10)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,1052446,,"POTE YOGURISIMO FIRME FRUTILLA FORTIFICADO A Y D X 190g (04/08/10)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1052447,,"POTE YOGURISIMO FIRME VAINILLA FORTIFICADO A Y D X 190g (04/08/10)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1052449,,"POTE YOGURISIMO FIRME FRUTILLA FORTIFICADO A Y D X 190g SHREK",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1052450,,"POTE YOGURISIMO FIRME VAINILLA X 190 G (26/01/10)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1052451,,"POTE YOGURISIMO FIRME VAINILLA X 200G $1.40",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1052452,,"POTE YOGURISIMO FIRME FRUTILLA X 200G $1.40",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1052454,,"POTE YOGURISIMO FIRME VAINILLA FORTIFICADO A Y D X 190g SHREK",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1052455,,"POTE YOGURISIMO FIRME FRUTILLA X 190G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1052456,,"POTE YOGURISIMO FIRME VLLA X 190G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                           "
5700,1052457,,"POTE YOGURISIMO FIRME FORTIFICADO VAINILLA GATURRO X 190G (3D)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1052458,,"POTE YOGURISIMO FIRME FORTIFICADO FRUTILLA GATURRO X 190G (3D)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1052459,,"POTE YOGURISIMO VLLA FORTIFICADO A Y D X190G ""GATURRO INVIERNO""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1052460,,"POTE YOGURISIMO FIRME FRUTILLA X 190g""SIN COMUNICACION VITAMINA""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1052461,,"POTE YOGURISIMO FIRME VAINILLA X 190g""SIN COMUNICACION VITAMINAS""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1052462,,"POTE YOGURISIMO FIRME FLLA FORTIFICADO A Y D x190G  ""GATURRO INVIERNO""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1052465,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOS X 166g""OFERTISIMA""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,1052470,,"POTE YOGURISIMO ENERGIA TOTAL FROOTLOOPS X 162g (10/08/11)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1052471,,"POTE YOGURISIMO FIRME VAINILLA FORTIFICADO A Y D X 190g "" UNO DE YAPA""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1052472,,"POTE YOGURISIMO FIRME FRUTILLA FORTIFICADO A Y D X 190g "" UNO DE YAPA""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1052530,,"POTE YOGURISIMO FULL MIX (FRUTAS Y CEREALES) X163G ""PROVITALIS""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1052531,,"POTE YOGURISIMO FULL MIX(FRUTAS Y CEREALES)X163G""PROVITALIS""(NVA FORM)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,105260,,"POTE YOGURISIMO FIRME FRUTILLA X 190g ""SIN COMUNICACION VITAMINA""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1062311,,"POTE SER BIOPURITAS FIRME VAINILLA LG X200G $1.19 SOLIDARISIMOS(07/11)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1062312,,"POTE SER BIOPURITAS FIRME FRUTILLA LG X200G $1.19 SOLIDARISIMOS(04/11)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1062333,,"POTE SER FIRME VAINILLA X 195G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                              "
5700,1062334,,"POTE SER FIRME FRUTILLA X 195G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                              "
5700,1062335,,"POTE SER FIRME DAMASCOS DULCES X 195G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1062336,,"POTE SER B-PURITAS FIRME FRUTILLAx195 CON PRECIO $1,69",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1062337,,"POTE SER B-PURITAS FIRME VAINILLAx195 CON PRECIO $1,69",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1062338,,"POTE SER B-PURITAS CEREALES MUESLI X174G(07/06/10)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1062340,,"POTE SER B-PURITAS CRUNCH FIRME VAINILLA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1062341,,"POTE SER FIRME VAINILLA X 195G $1.49",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                        "
5700,1062343,,"POTE SER FIRME DDL X200G (01/03/07)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                         "
5700,1062344,,"POTE SER FIRME FRUTILLA X 195G $1.49",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                        "
5700,1062350,,"POTE SER B-PURITAS FIRME VAINILLA X 195G (27/05/09)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1062353,,"POTE SER FIRME VAINILLA X 195G ""CANCER DE MAMAS"" 22/01/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1062354,,"POTE SER  FIRME FRUTILLAS DULCES  X 195G ""CANCER DE MAMAS"" 22/01/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1062355,,"POTE SER B-PURITAS FIRME FRUTILLAS DULCES  X 195G(27/05/09)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,1062356,,"POTE SER FIRME VAINILLA X 195g (RELANZAMIENTO) (Bc)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1062357,,"POTE SER FIRME FRUTILLA X 195g (RELANZAMIENTO) (Bc)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1062358,,"POTE SER FIRME FLLA ""ROSA"" x195g (Bc)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1062359,,"POTE IMPRESO SER FIRME FRUTILLA 195 GRMS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1062360,,"POTE SER FIRME POMELOS ROSADOS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                              "
5700,1062365,,"POTE SER CON CEREALES Y FRUTOS DEL BOSQUE X 173G ""SER TOTAL"" (17/2/12)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1062370,,"POTE IMPRESO SER COLCHON FRUTILLA X180 GRMS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1062372,,"POTE IMPRESO SER FIRME VAINILLA 195 GRMS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1062374,,"POTE IMPRESO SER FIRME FRUTILLA 195 GRMS (REFIR  SER)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1062376,,"POTE IMPRESO SER FIRME VAINILLA  195 GRMS (REFIR  SER)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1062391,,"POTE SER BIOPURITAS FIRME VAINILLA X 200 GRS SIN PRECIO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1062392,,"POTE SER BIOPURITAS FIRME FRUTILLA X 200 GRS SIN PRECIO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1082313,,"POTE YOGURISIMO FIRME DLL FORTIFICADO CON HIERRO 2X125G(22/01/10)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1082314,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOS X175G DISEÑO CLONES (5DIS)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1090050,,"POTE ACTIVIA BALANCE PLUS (CEREALES Y FRUTAS SECAS)x145g (29/07/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,12062019,,"POTE CAPUCHON VIOLETA P/ACTIVIA 105cc",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                      "
5700,1220028,,"POTE CRISTAL P/CEREAL PP x 130 CM3 ENCASTRE AUTOMÁTICO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1222030,,"IMPRESION PARA CAPUCHON YOGURISIMO ACCION SEREPESOS 29/09/09",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1262001,,"POTE CRISTAL P/CEREAL PP x 105 CM3 DIAM 75 MM",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1262008,,"POTE CRISTAL P/CEREAL PP x 130 CM3 CON TETONES",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,1262018,,"POTE CAPUCHON MAC SER  COLOR VERDE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                          "
5700,1262019,,"POTE CAPUCHON VIOLETA P/ACTIVIA 105 cc",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                      "
5700,1262021,,"POTE CRISTAL P/CEREAL PP x 105 CM3 DIAM 75 MM ENCASTRE AUTOMÁTICO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1262025,,"CONTENEDOR P/CEREAL PP x 105 CM3 DIAM 75 MM - YSS PRECIO IMPRESO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1262028,,"POTE CAPUCHON MAC SER  COLOR VERDE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                          "
5700,1262029,,"POTE CAPUCHON VERDE PARA SER  SACIACTIVE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1262038,,"POTE CAPUCHON MAC SER  COLOR VERDE ENCASTR AUTOMÁTICO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1262040,,"POTE CAPUCHON YOGURISIMO SACIEFULL 105CC TURQUESA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,"013302.00",,"YOGUR SER COLCHON FRUTILLA CHIA x 160 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,"013329.06",,"YOGUR SER C/ CEREAL MUESLIX x167g 2014",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                     "
5700,"013329.07",,"YOGUR SER C/ CEREAL MUESLIX x167g 2014",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                     "
5700,"013329.08",,"YOGUR SER C/ CEREAL MUESLIX x167g JIRAFA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,"013378.00",,"YOGUR SER COLCHON KIWI TE VERDE x 160 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,"013392.00",,"YOGUR SER COLCHON MORA JENGIBRE x 160 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1400001,,"POTE SERENITO FRUTILLA JET X115G OFERTA $0.99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1400006,,"POTE PARA SERENITO BEBIBLE 135 cc.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                          "
5700,1400007,,"POTE SERENITO SHAKE BEBIBLE VERANO  CHOCOLATE ""CHOCO BARRO"" X  135 cc.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1400010,,"POTE PARA SERENITO SHAKE BEBIBLE VAINILLA ""CHARCO VAINILLA"" x135cc",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,"014602.05",,"LECHE CHOCOLATADA CINDOR SLIM CHOCO FRUTILLA X 200CC.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,"014607.05",,"LECHE CHOCOLATADA CINDOR SLIM X 200CC.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                     "
5700,"019800.00",,"LECHE CHOCOLATADA CINDOR X 250CC.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                          "
5700,"019800.01",,"LECHE CHOCOLATADA CINDOR X 250CC. (s/Avicel s/Carragenina)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,"019800.02",,"LECHE CHOCOLATADA CINDOR X 250CC. (c/Avicel)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,2112560,,"POTE SERENITO CHOCOLATE X130G NUEVO LOGO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,2112571,,"POTE SERENITO VAINILLA DISEÑO 3D X 130G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                     "
5700,2112572,,"POTE SERENITO COMBINADO VLLA/DDL X 130 G DISEÑO 3D NUEVO ROTULO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,2112574,,"POTE SERENITO VLLA P/MEZ/C. CONFITES X120G ""SOLIDARISIMOS"" (26/09/05)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,2112582,,"POTE SERENITO VLLA C/MICROGALLETITAS ""BOMBAS DE PIRATA""x118G(NUEVO)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,2112584,,"POTE SERENITO VAINILLA CONFITES NAVIDAD X120G (01/11/2005)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,2112585,,"POTE YOGURISIMO FIRME FRUTILLA X 200G ""PROVITALIS""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,2112591,,"POTE SERENITO VAINILLA X130G ""SOLIDARISIMOS"" (26/09/05)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,2112616,,"POTE SERENITO VAINILLA CONFITES NAVIDAD X120G DISEÑO MAGGIE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,2112617,,"POTE SERENITO VAINILLA CONFITES NAVIDAD X 120G DISEÑO BRANDY",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,2112618,,"POTE SERENITO VAINILLA CONFITES NAVIDAD X 120G DISEÑO MICKEY",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,2112619,,"POTE SERENITO VAINILLA CONFITES NAVIDAD X 120G DISEÑO EMPERADOR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,2112620,,"POTE SERENITO VAINILLA CONFITES NAVIDAD X 120G DISEÑO JAKE LONG",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,2112621,,"POTE SERENITO VAINILLA CONFITES NAVIDAD X 120G DISEÑO KIM POSSIBLE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,2112624,,"POTE SERENITO VLLA C/GRANAS DE GALLE. ""PATITAS DE ARAÑA""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,2112625,,"POTE SERENITO VAINILLA C/MICROGALLETITAS ""BOMBAS DE PIRATA"" X 118G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,2112626,,"POTE SERENITO VLLA C/GRANAS DE GALLE. ""PATITAS DE ARAÑA""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,2112627,,"POTE SERENITO VAINILLA CEREALES X117G DISEÑO DIENTES DE HIPO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,2112628,,"POTE SERENITO VLLA C/CONFITES DE CHOCOLATE X 120G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,2112629,,"POTE LA COPA SERENITO X 110G  CHOCOLATE C/ CREMA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,2112630,,"POTE SERENITO COMBINADO VAINILLA C/CHOCOLATE X 125G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,2112631,,"POTE SERENITO COMBINADO VAINILLA C/DDL X 125G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,2112632,,"POTE SERENITO VAINILLA X 125G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                               "
5700,2112633,,"POTE SERENITO VLLA CONFITES NAVIDAD X120G PADRINOS MAGICOS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,2112634,,"POTE SERENITO VAINILLA PADRINOS MAGICOS X 125G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,2112635,,"POTE SERENITO VLLA CONFITES DE CHOCOLATE SURFITES X120G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,2112636,,"POTE SERENITO CHOCO CEREALES x 117G ""DISEÑO POCION DE OJOS""(24/01/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,2112637,,"POTE SERENITO CHOCO CEREALESx117G""DISEÑO POCION DE OJOS""(29/04/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,2112638,,"POTE SERENITO LA COPA ""KUHG FU PANDA"" x110 DISEÑO CHAPI (26/05/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,2112639,,"POTE SERENITO VAINILLA C/GALLETITAS Y CEREALES ""KUNG FU PANDA"" X 118G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,2112640,,"POTE SERENITO VAINILLA C/CONFITES ""INVASION DE CONFITES""x120g 9/9/08",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,2112644,,"POTE SERENITO VAINILLA C/CEREAL C/CHOCO BLANCO VERRUGAS DE BRUJA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,2112645,,"POTE SERENITO VAINILLA C/ CEREALES ""VERRUGAS DE BRUJA"" x117g",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,2112646,,"POTE SERENITO VAINI C/CONFITES ""FIESTAS MAGICAS"" x120 g (DISEÑO VERDE)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,2112647,,"POTE SERENITO VAINI C/CONFITES ""FIESTAS MAGICAS"" x120 g (DISEÑO AZUL)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,2112648,,"POTE SERENITO VAINI C/CONFITES ""FIESTAS MAGICAS"" x120 g (DISEÑO NARAN)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,2112649,,"POTE SERENITO VAINI C/CONFITES ""FIESTAS MAGICAS"" x120 g (DISEÑO ROSA)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,2112650,,"POTE SERENITO VAINI C/CONFITES ""FIESTAS MAGICAS"" x120g",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,2112655,,"POTE SERENITO VAINILLA C/CEREALES DEPORLOCOS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,2112658,,"POTE SERENITO VAINILLA C/COPOS ""LA ERA DEL HIELO"" x118g",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,2112660,,"POTE SERENITO VAINILLA CAPUCHON X 105+13 G ""SEREMAGIC"" 11/09/09",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,2112725,,"POTE SERENITO VERANO CAPUCHON GALLETITAS ""CHOCOPERLAS"" X 118G 22/12",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,2112729,,"POTE SERENITO VERANO COMBINADO LA COPA X 110G  22/12/09",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,2112730,,"POTE SERENITO VERANO COMBINADO VAINILLA C/CHOCOLATE X 125G 22/12/09",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,2112731,,"POTE SERENITO VERANO  COMBINADO VAINILLA C/DDL X 125G 22/12",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,2112732,,"POTE SERENITO VERANO VAINILLA X 125G 22/12/09",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,2112740,,"POTE SERENITO VERANO CAPUCHON CONFITES ""BOMBAZOS"" x120g 22/12",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,2112825,,"POTE SEREN VLLA CAPUCHON GLLES Y CEREAL ""BACKUGAN"" X 118G 12/10/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,2112829,,"POTE SERENITO COMBINADO LA COPA X 100G BACKUGAN 12/02/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,2112830,,"POTE SERENITO COMBINADO VAINILLA C/CHOCO X 125G 11/02/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,2112831,,"POTE SERENITO COMBINADO VAINILLA C/DDL X 125G BACKUGAN 11/02/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,2112832,,"POTE SERENITO VAINILLA X 120G ""BACKUGAN"" 12/02/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,2112833,,"POTE SERENITO COMBINADO VAINILLA C/DDL X 125G ""ED 30 AÑOS""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,2112834,,"POTE SERENITO LA COPA ""KUNG FU PANDA II"" x 100g (D.MONO)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,2112835,,"POTE SERENITO VLLA CAPUCHON CHOCOESFERAS ""ED 30 AÑOS"" X 118G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,2112836,,"POTE SERENITO VLLA ""ED 30 AÑOS"" X 120G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                      "
5700,2112837,,"POTE SERENITO COMBINADO ""ED 30 AÑOS"" X 125G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,2112838,,"POTE SERENITO VLLA ""ED 30 AÑOS"" X 120G ""SIN PRECIO""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,2112839,,"POTE SERENITO COMBINADO LA COPA X 125G ""ED 30 AÑOS""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,2112840,,"POTE SERENO VLLA CAPUCHON CONFITES ""BACKUGAN""x120g 12/02/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,2112841,,"POTE SERENO VLLA CAPUCHON CONFITES x120g ""ED 30 AÑOS""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,2112842,,"POTE SERENITO VLLA CAPUCHON CONFITES ""KUNG FU PANDA II"" x120g (D.TIG)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,2112843,,"POTE SERENITO COMBINADO VAINILLA C/DDL ""KUNG FU PANDA"" X 125G (D.SHIF)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,2112844,,"POTE SERENITO COMBINADO VLLA/CHOCO ""KUNG FU PANDA II"" X 125G (D.VIBOR)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,2112845,,"POTE SERENITO VAINILLA ""KUNG FU PANDA II"" x 120g (D.PO)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,2112846,,"POTE SERENITO CAPUCHON CHOCOBOMBAS ""JUNG KUNG FU PANDA II""X 118G(D.PR)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,2112847,,"POTE SERENITO VAINILLA X 117g ""STAR WARS EPISODIO 1"" (CAPUCHON AZUL)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,2112848,,"POTE SERENITO VAINILLA X 117g ""STAR WARS EPISODIO 1"" (CAPUCHON ROJO)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,2112849,,"POTE SERENITO VAINILLA ""STARS WARS"" X120g GENIO (30/11/11)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,2112850,,"POTE SERENITO CAPUCHON CONFITES ""STARS WARS"" X120g BENITO (30/11/11)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,2112851,,"POTE SERENITO VLLA DDL ""STAR WARS"" X125g BRUNO (1/12/11)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,2112852,,"POTE SERENITO VLLA CHOCO ""STAR WARS"" X125g MAQUI (1/12/11)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,2112853,,"POTE IMPRESO CINDOR LA COPA ""CON LOGO TACC"" (20/12/11)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
